country,year,iso,ref,Category,Income..net.,incomegroup,id,gdp_ppp_pc_usd2011,avg_gdp,loggdp,population,TFP_yoy,Primary_prct,Secondary_prct,Tertiary_prct,gini,labsh,Pub_spend_Educ,Educ_GINI,life_exp,Component2,Trade
United Kingdom,1969,gbr,gbr1969,d7,0.1005,High income,United Kingdom1969,16.492,16.492,2.802875415,110797591,1.062991928,0,0.8746,0.1256,0.32924,0.551431835,,16.85153,71.72195122,0.541384564,
United Kingdom,1969,gbr,gbr1969,d8,0.1227,High income,United Kingdom1969,16.492,16.492,2.802875415,110797591,1.062991928,0,0.8746,0.1256,0.32924,0.551431835,,16.85153,71.72195122,0.541384564,
United Kingdom,1969,gbr,gbr1969,d9,0.1584,High income,United Kingdom1969,16.492,16.492,2.802875415,110797591,1.062991928,0,0.8746,0.1256,0.32924,0.551431835,,16.85153,71.72195122,0.541384564,
United Kingdom,1969,gbr,gbr1969,d10,0.2608,High income,United Kingdom1969,16.492,16.492,2.802875415,110797591,1.062991928,0,0.8746,0.1256,0.32924,0.551431835,,16.85153,71.72195122,0.541384564,
Canada,1971,can,can1971,d1,0.0176,High income,Canada1971,21.247,18.528,3.056215709,21804269,1.115980711,0.2032,0.478,0.2372,0.36526,0.770101488,7.710189819,19.76563,73.02926829,2.026489963,40.8240517
Finland,1971,fin,fin1971,d1,0.0324,High income,Finland1971,15.809,18.528,2.760579398,4629380,1.218049975,0.55,0.3646,0.0854,0.29164,0.692287683,5.33137989,18.01994,70.01756098,0.377963832,47.44244729
Canada,1971,can,can1971,d2,0.0383,High income,Canada1971,21.247,18.528,3.056215709,21804269,1.115980711,0.2032,0.478,0.2372,0.36526,0.770101488,7.710189819,19.76563,73.02926829,2.026489963,40.8240517
Finland,1971,fin,fin1971,d2,0.0503,High income,Finland1971,15.809,18.528,2.760579398,4629380,1.218049975,0.55,0.3646,0.0854,0.29164,0.692287683,5.33137989,18.01994,70.01756098,0.377963832,47.44244729
Canada,1971,can,can1971,d3,0.0524,High income,Canada1971,21.247,18.528,3.056215709,21804269,1.115980711,0.2032,0.478,0.2372,0.36526,0.770101488,7.710189819,19.76563,73.02926829,2.026489963,40.8240517
Finland,1971,fin,fin1971,d3,0.0612,High income,Finland1971,15.809,18.528,2.760579398,4629380,1.218049975,0.55,0.3646,0.0854,0.29164,0.692287683,5.33137989,18.01994,70.01756098,0.377963832,47.44244729
Canada,1971,can,can1971,d4,0.0641,High income,Canada1971,21.247,18.528,3.056215709,21804269,1.115980711,0.2032,0.478,0.2372,0.36526,0.770101488,7.710189819,19.76563,73.02926829,2.026489963,40.8240517
Finland,1971,fin,fin1971,d4,0.0708,High income,Finland1971,15.809,18.528,2.760579398,4629380,1.218049975,0.55,0.3646,0.0854,0.29164,0.692287683,5.33137989,18.01994,70.01756098,0.377963832,47.44244729
Canada,1971,can,can1971,d5,0.075,High income,Canada1971,21.247,18.528,3.056215709,21804269,1.115980711,0.2032,0.478,0.2372,0.36526,0.770101488,7.710189819,19.76563,73.02926829,2.026489963,40.8240517
Finland,1971,fin,fin1971,d5,0.0813,High income,Finland1971,15.809,18.528,2.760579398,4629380,1.218049975,0.55,0.3646,0.0854,0.29164,0.692287683,5.33137989,18.01994,70.01756098,0.377963832,47.44244729
Canada,1971,can,can1971,d6,0.0879,High income,Canada1971,21.247,18.528,3.056215709,21804269,1.115980711,0.2032,0.478,0.2372,0.36526,0.770101488,7.710189819,19.76563,73.02926829,2.026489963,40.8240517
Finland,1971,fin,fin1971,d6,0.0924,High income,Finland1971,15.809,18.528,2.760579398,4629380,1.218049975,0.55,0.3646,0.0854,0.29164,0.692287683,5.33137989,18.01994,70.01756098,0.377963832,47.44244729
Canada,1971,can,can1971,d7,0.1043,High income,Canada1971,21.247,18.528,3.056215709,21804269,1.115980711,0.2032,0.478,0.2372,0.36526,0.770101488,7.710189819,19.76563,73.02926829,2.026489963,40.8240517
Finland,1971,fin,fin1971,d7,0.1063,High income,Finland1971,15.809,18.528,2.760579398,4629380,1.218049975,0.55,0.3646,0.0854,0.29164,0.692287683,5.33137989,18.01994,70.01756098,0.377963832,47.44244729
Canada,1971,can,can1971,d8,0.1271,High income,Canada1971,21.247,18.528,3.056215709,21804269,1.115980711,0.2032,0.478,0.2372,0.36526,0.770101488,7.710189819,19.76563,73.02926829,2.026489963,40.8240517
Finland,1971,fin,fin1971,d8,0.1244,High income,Finland1971,15.809,18.528,2.760579398,4629380,1.218049975,0.55,0.3646,0.0854,0.29164,0.692287683,5.33137989,18.01994,70.01756098,0.377963832,47.44244729
Canada,1971,can,can1971,d9,0.1638,High income,Canada1971,21.247,18.528,3.056215709,21804269,1.115980711,0.2032,0.478,0.2372,0.36526,0.770101488,7.710189819,19.76563,73.02926829,2.026489963,40.8240517
Finland,1971,fin,fin1971,d9,0.1507,High income,Finland1971,15.809,18.528,2.760579398,4629380,1.218049975,0.55,0.3646,0.0854,0.29164,0.692287683,5.33137989,18.01994,70.01756098,0.377963832,47.44244729
Canada,1971,can,can1971,d10,0.2695,High income,Canada1971,21.247,18.528,3.056215709,21804269,1.115980711,0.2032,0.478,0.2372,0.36526,0.770101488,7.710189819,19.76563,73.02926829,2.026489963,40.8240517
Finland,1971,fin,fin1971,d10,0.2304,High income,Finland1971,15.809,18.528,2.760579398,4629380,1.218049975,0.55,0.3646,0.0854,0.29164,0.692287683,5.33137989,18.01994,70.01756098,0.377963832,47.44244729
Spain,1973,esp,esp1973,d1,0.02805,High income,Spain1973,13.77,16.258,2.622492313,35165557,1.46481914,0.2608,0.2918,0.0584,0.32857,0.627181947,,22.82484,72.61073171,0.163388159,28.10708827
Spain,1973,esp,esp1973,d2,0.0463,High income,Spain1973,13.77,16.258,2.622492313,35165557,1.46481914,0.2608,0.2918,0.0584,0.32857,0.627181947,,22.82484,72.61073171,0.163388159,28.10708827
Spain,1973,esp,esp1973,d3,0.05665,High income,Spain1973,13.77,16.258,2.622492313,35165557,1.46481914,0.2608,0.2918,0.0584,0.32857,0.627181947,,22.82484,72.61073171,0.163388159,28.10708827
Spain,1973,esp,esp1973,d4,0.06485,High income,Spain1973,13.77,16.258,2.622492313,35165557,1.46481914,0.2608,0.2918,0.0584,0.32857,0.627181947,,22.82484,72.61073171,0.163388159,28.10708827
Spain,1973,esp,esp1973,d5,0.0795,High income,Spain1973,13.77,16.258,2.622492313,35165557,1.46481914,0.2608,0.2918,0.0584,0.32857,0.627181947,,22.82484,72.61073171,0.163388159,28.10708827
Spain,1973,esp,esp1973,d6,0.08805,High income,Spain1973,13.77,16.258,2.622492313,35165557,1.46481914,0.2608,0.2918,0.0584,0.32857,0.627181947,,22.82484,72.61073171,0.163388159,28.10708827
Spain,1973,esp,esp1973,d7,0.10115,High income,Spain1973,13.77,16.258,2.622492313,35165557,1.46481914,0.2608,0.2918,0.0584,0.32857,0.627181947,,22.82484,72.61073171,0.163388159,28.10708827
Spain,1973,esp,esp1973,d8,0.1225,High income,Spain1973,13.77,16.258,2.622492313,35165557,1.46481914,0.2608,0.2918,0.0584,0.32857,0.627181947,,22.82484,72.61073171,0.163388159,28.10708827
Spain,1973,esp,esp1973,d9,0.1505,High income,Spain1973,13.77,16.258,2.622492313,35165557,1.46481914,0.2608,0.2918,0.0584,0.32857,0.627181947,,22.82484,72.61073171,0.163388159,28.10708827
Spain,1973,esp,esp1973,d10,0.26245,High income,Spain1973,13.77,16.258,2.622492313,35165557,1.46481914,0.2608,0.2918,0.0584,0.32857,0.627181947,,22.82484,72.61073171,0.163388159,28.10708827
United Kingdom,1974,gbr,gbr1974,d1,0.0355,High income,United Kingdom1974,18.535,23.06333333,2.919660837,112244239,1.081396876,0,0.86,0.1392,0.29316,0.551431835,5.390999794,15.83542,72.52439024,-0.180664267,58.42107662
United States,1974,usa,usa1974,d1,0.0186,High income,United States1974,26.287,23.06333333,3.26907452,434333289,1.119916229,0.1428,0.6578,0.1368,0.35155,0.640968561,,17.63299,71.95609756,1.619168472,16.44498632
United Kingdom,1974,gbr,gbr1974,d2,0.0518,High income,United Kingdom1974,18.535,23.06333333,2.919660837,112244239,1.081396876,0,0.86,0.1392,0.29316,0.551431835,5.390999794,15.83542,72.52439024,-0.180664267,58.42107662
United States,1974,usa,usa1974,d2,0.0408,High income,United States1974,26.287,23.06333333,3.26907452,434333289,1.119916229,0.1428,0.6578,0.1368,0.35155,0.640968561,,17.63299,71.95609756,1.619168472,16.44498632
United Kingdom,1974,gbr,gbr1974,d3,0.061,High income,United Kingdom1974,18.535,23.06333333,2.919660837,112244239,1.081396876,0,0.86,0.1392,0.29316,0.551431835,5.390999794,15.83542,72.52439024,-0.180664267,58.42107662
United States,1974,usa,usa1974,d3,0.0538,High income,United States1974,26.287,23.06333333,3.26907452,434333289,1.119916229,0.1428,0.6578,0.1368,0.35155,0.640968561,,17.63299,71.95609756,1.619168472,16.44498632
United Kingdom,1974,gbr,gbr1974,d4,0.0697,High income,United Kingdom1974,18.535,23.06333333,2.919660837,112244239,1.081396876,0,0.86,0.1392,0.29316,0.551431835,5.390999794,15.83542,72.52439024,-0.180664267,58.42107662
United States,1974,usa,usa1974,d4,0.0655,High income,United States1974,26.287,23.06333333,3.26907452,434333289,1.119916229,0.1428,0.6578,0.1368,0.35155,0.640968561,,17.63299,71.95609756,1.619168472,16.44498632
United Kingdom,1974,gbr,gbr1974,d5,0.0787,High income,United Kingdom1974,18.535,23.06333333,2.919660837,112244239,1.081396876,0,0.86,0.1392,0.29316,0.551431835,5.390999794,15.83542,72.52439024,-0.180664267,58.42107662
United States,1974,usa,usa1974,d5,0.0774,High income,United States1974,26.287,23.06333333,3.26907452,434333289,1.119916229,0.1428,0.6578,0.1368,0.35155,0.640968561,,17.63299,71.95609756,1.619168472,16.44498632
United Kingdom,1974,gbr,gbr1974,d6,0.0898,High income,United Kingdom1974,18.535,23.06333333,2.919660837,112244239,1.081396876,0,0.86,0.1392,0.29316,0.551431835,5.390999794,15.83542,72.52439024,-0.180664267,58.42107662
United States,1974,usa,usa1974,d6,0.0904,High income,United States1974,26.287,23.06333333,3.26907452,434333289,1.119916229,0.1428,0.6578,0.1368,0.35155,0.640968561,,17.63299,71.95609756,1.619168472,16.44498632
United Kingdom,1974,gbr,gbr1974,d7,0.103,High income,United Kingdom1974,18.535,23.06333333,2.919660837,112244239,1.081396876,0,0.86,0.1392,0.29316,0.551431835,5.390999794,15.83542,72.52439024,-0.180664267,58.42107662
United States,1974,usa,usa1974,d7,0.1062,High income,United States1974,26.287,23.06333333,3.26907452,434333289,1.119916229,0.1428,0.6578,0.1368,0.35155,0.640968561,,17.63299,71.95609756,1.619168472,16.44498632
United Kingdom,1974,gbr,gbr1974,d8,0.1217,High income,United Kingdom1974,18.535,23.06333333,2.919660837,112244239,1.081396876,0,0.86,0.1392,0.29316,0.551431835,5.390999794,15.83542,72.52439024,-0.180664267,58.42107662
United States,1974,usa,usa1974,d8,0.127,High income,United States1974,26.287,23.06333333,3.26907452,434333289,1.119916229,0.1428,0.6578,0.1368,0.35155,0.640968561,,17.63299,71.95609756,1.619168472,16.44498632
United Kingdom,1974,gbr,gbr1974,d9,0.1499,High income,United Kingdom1974,18.535,23.06333333,2.919660837,112244239,1.081396876,0,0.86,0.1392,0.29316,0.551431835,5.390999794,15.83542,72.52439024,-0.180664267,58.42107662
United States,1974,usa,usa1974,d9,0.1577,High income,United States1974,26.287,23.06333333,3.26907452,434333289,1.119916229,0.1428,0.6578,0.1368,0.35155,0.640968561,,17.63299,71.95609756,1.619168472,16.44498632
United Kingdom,1974,gbr,gbr1974,d10,0.2391,High income,United Kingdom1974,18.535,23.06333333,2.919660837,112244239,1.081396876,0,0.86,0.1392,0.29316,0.551431835,5.390999794,15.83542,72.52439024,-0.180664267,58.42107662
United States,1974,usa,usa1974,d10,0.2625,High income,United States1974,26.287,23.06333333,3.26907452,434333289,1.119916229,0.1428,0.6578,0.1368,0.35155,0.640968561,,17.63299,71.95609756,1.619168472,16.44498632
Canada,1975,can,can1975,d1,0.0237,High income,Canada1975,24.214,22.765,3.186930978,23156209,1.135684977,0.176,0.486,0.27,0.3242,0.731786609,6.442949772,18.37559,73.52170732,1.331295615,46.0101635
France,1975,fra,fra1975,d1,0.026,High income,France1975,21.316,22.765,3.059457964,53010730,1.282946121,0.493,0.389,0.089,0.3446,0.68362093,4.42854023,22.17601,72.85365854,1.459644995,36.69173634
Canada,1975,can,can1975,d2,0.045,High income,Canada1975,24.214,22.765,3.186930978,23156209,1.135684977,0.176,0.486,0.27,0.3242,0.731786609,6.442949772,18.37559,73.52170732,1.331295615,46.0101635
France,1975,fra,fra1975,d2,0.045,High income,France1975,21.316,22.765,3.059457964,53010730,1.282946121,0.493,0.389,0.089,0.3446,0.68362093,4.42854023,22.17601,72.85365854,1.459644995,36.69173634
Canada,1975,can,can1975,d3,0.058,High income,Canada1975,24.214,22.765,3.186930978,23156209,1.135684977,0.176,0.486,0.27,0.3242,0.731786609,6.442949772,18.37559,73.52170732,1.331295615,46.0101635
France,1975,fra,fra1975,d3,0.053,High income,France1975,21.316,22.765,3.059457964,53010730,1.282946121,0.493,0.389,0.089,0.3446,0.68362093,4.42854023,22.17601,72.85365854,1.459644995,36.69173634
Canada,1975,can,can1975,d4,0.0683,High income,Canada1975,24.214,22.765,3.186930978,23156209,1.135684977,0.176,0.486,0.27,0.3242,0.731786609,6.442949772,18.37559,73.52170732,1.331295615,46.0101635
France,1975,fra,fra1975,d4,0.063,High income,France1975,21.316,22.765,3.059457964,53010730,1.282946121,0.493,0.389,0.089,0.3446,0.68362093,4.42854023,22.17601,72.85365854,1.459644995,36.69173634
Canada,1975,can,can1975,d5,0.0791,High income,Canada1975,24.214,22.765,3.186930978,23156209,1.135684977,0.176,0.486,0.27,0.3242,0.731786609,6.442949772,18.37559,73.52170732,1.331295615,46.0101635
France,1975,fra,fra1975,d5,0.073,High income,France1975,21.316,22.765,3.059457964,53010730,1.282946121,0.493,0.389,0.089,0.3446,0.68362093,4.42854023,22.17601,72.85365854,1.459644995,36.69173634
Canada,1975,can,can1975,d6,0.0913,High income,Canada1975,24.214,22.765,3.186930978,23156209,1.135684977,0.176,0.486,0.27,0.3242,0.731786609,6.442949772,18.37559,73.52170732,1.331295615,46.0101635
France,1975,fra,fra1975,d6,0.087,High income,France1975,21.316,22.765,3.059457964,53010730,1.282946121,0.493,0.389,0.089,0.3446,0.68362093,4.42854023,22.17601,72.85365854,1.459644995,36.69173634
Canada,1975,can,can1975,d7,0.1063,High income,Canada1975,24.214,22.765,3.186930978,23156209,1.135684977,0.176,0.486,0.27,0.3242,0.731786609,6.442949772,18.37559,73.52170732,1.331295615,46.0101635
France,1975,fra,fra1975,d7,0.102,High income,France1975,21.316,22.765,3.059457964,53010730,1.282946121,0.493,0.389,0.089,0.3446,0.68362093,4.42854023,22.17601,72.85365854,1.459644995,36.69173634
Canada,1975,can,can1975,d8,0.1267,High income,Canada1975,24.214,22.765,3.186930978,23156209,1.135684977,0.176,0.486,0.27,0.3242,0.731786609,6.442949772,18.37559,73.52170732,1.331295615,46.0101635
France,1975,fra,fra1975,d8,0.126,High income,France1975,21.316,22.765,3.059457964,53010730,1.282946121,0.493,0.389,0.089,0.3446,0.68362093,4.42854023,22.17601,72.85365854,1.459644995,36.69173634
Canada,1975,can,can1975,d9,0.1569,High income,Canada1975,24.214,22.765,3.186930978,23156209,1.135684977,0.176,0.486,0.27,0.3242,0.731786609,6.442949772,18.37559,73.52170732,1.331295615,46.0101635
France,1975,fra,fra1975,d9,0.163,High income,France1975,21.316,22.765,3.059457964,53010730,1.282946121,0.493,0.389,0.089,0.3446,0.68362093,4.42854023,22.17601,72.85365854,1.459644995,36.69173634
Canada,1975,can,can1975,d10,0.2447,High income,Canada1975,24.214,22.765,3.186930978,23156209,1.135684977,0.176,0.486,0.27,0.3242,0.731786609,6.442949772,18.37559,73.52170732,1.331295615,46.0101635
France,1975,fra,fra1975,d10,0.262,High income,France1975,21.316,22.765,3.059457964,53010730,1.282946121,0.493,0.389,0.089,0.3446,0.68362093,4.42854023,22.17601,72.85365854,1.459644995,36.69173634
Denmark,1976,dnk,dnk1976,d1,0.039,High income,Denmark1976,25.993,19.457,3.257827271,5081267,1.113100534,0.002,0.8994,0.0974,0.2715,0.641628683,,12.19712,73.7397561,-0.507539865,61.00741157
Finland,1976,fin,fin1976,d1,0.0419,High income,Finland1976,18.389,19.457,2.91175266,4734437,1.2515525,0.4816,0.4048,0.1134,0.23433,0.702893198,5.228330135,21.1779,71.81292683,-0.666814226,49.26808296
Denmark,1976,dnk,dnk1976,d2,0.057,High income,Denmark1976,25.993,19.457,3.257827271,5081267,1.113100534,0.002,0.8994,0.0974,0.2715,0.641628683,,12.19712,73.7397561,-0.507539865,61.00741157
Finland,1976,fin,fin1976,d2,0.0585,High income,Finland1976,18.389,19.457,2.91175266,4734437,1.2515525,0.4816,0.4048,0.1134,0.23433,0.702893198,5.228330135,21.1779,71.81292683,-0.666814226,49.26808296
Denmark,1976,dnk,dnk1976,d3,0.063,High income,Denmark1976,25.993,19.457,3.257827271,5081267,1.113100534,0.002,0.8994,0.0974,0.2715,0.641628683,,12.19712,73.7397561,-0.507539865,61.00741157
Finland,1976,fin,fin1976,d3,0.0687,High income,Finland1976,18.389,19.457,2.91175266,4734437,1.2515525,0.4816,0.4048,0.1134,0.23433,0.702893198,5.228330135,21.1779,71.81292683,-0.666814226,49.26808296
Denmark,1976,dnk,dnk1976,d4,0.073,High income,Denmark1976,25.993,19.457,3.257827271,5081267,1.113100534,0.002,0.8994,0.0974,0.2715,0.641628683,,12.19712,73.7397561,-0.507539865,61.00741157
Finland,1976,fin,fin1976,d4,0.078,High income,Finland1976,18.389,19.457,2.91175266,4734437,1.2515525,0.4816,0.4048,0.1134,0.23433,0.702893198,5.228330135,21.1779,71.81292683,-0.666814226,49.26808296
Denmark,1976,dnk,dnk1976,d5,0.079,High income,Denmark1976,25.993,19.457,3.257827271,5081267,1.113100534,0.002,0.8994,0.0974,0.2715,0.641628683,,12.19712,73.7397561,-0.507539865,61.00741157
Finland,1976,fin,fin1976,d5,0.0867,High income,Finland1976,18.389,19.457,2.91175266,4734437,1.2515525,0.4816,0.4048,0.1134,0.23433,0.702893198,5.228330135,21.1779,71.81292683,-0.666814226,49.26808296
Denmark,1976,dnk,dnk1976,d6,0.089,High income,Denmark1976,25.993,19.457,3.257827271,5081267,1.113100534,0.002,0.8994,0.0974,0.2715,0.641628683,,12.19712,73.7397561,-0.507539865,61.00741157
Finland,1976,fin,fin1976,d6,0.0967,High income,Finland1976,18.389,19.457,2.91175266,4734437,1.2515525,0.4816,0.4048,0.1134,0.23433,0.702893198,5.228330135,21.1779,71.81292683,-0.666814226,49.26808296
Denmark,1976,dnk,dnk1976,d7,0.105,High income,Denmark1976,25.993,19.457,3.257827271,5081267,1.113100534,0.002,0.8994,0.0974,0.2715,0.641628683,,12.19712,73.7397561,-0.507539865,61.00741157
Finland,1976,fin,fin1976,d7,0.1089,High income,Finland1976,18.389,19.457,2.91175266,4734437,1.2515525,0.4816,0.4048,0.1134,0.23433,0.702893198,5.228330135,21.1779,71.81292683,-0.666814226,49.26808296
Denmark,1976,dnk,dnk1976,d8,0.121,High income,Denmark1976,25.993,19.457,3.257827271,5081267,1.113100534,0.002,0.8994,0.0974,0.2715,0.641628683,,12.19712,73.7397561,-0.507539865,61.00741157
Finland,1976,fin,fin1976,d8,0.1228,High income,Finland1976,18.389,19.457,2.91175266,4734437,1.2515525,0.4816,0.4048,0.1134,0.23433,0.702893198,5.228330135,21.1779,71.81292683,-0.666814226,49.26808296
Denmark,1976,dnk,dnk1976,d9,0.148,High income,Denmark1976,25.993,19.457,3.257827271,5081267,1.113100534,0.002,0.8994,0.0974,0.2715,0.641628683,,12.19712,73.7397561,-0.507539865,61.00741157
Finland,1976,fin,fin1976,d9,0.1417,High income,Finland1976,18.389,19.457,2.91175266,4734437,1.2515525,0.4816,0.4048,0.1134,0.23433,0.702893198,5.228330135,21.1779,71.81292683,-0.666814226,49.26808296
Denmark,1976,dnk,dnk1976,d10,0.227,High income,Denmark1976,25.993,19.457,3.257827271,5081267,1.113100534,0.002,0.8994,0.0974,0.2715,0.641628683,,12.19712,73.7397561,-0.507539865,61.00741157
Finland,1976,fin,fin1976,d10,0.1962,High income,Finland1976,18.389,19.457,2.91175266,4734437,1.2515525,0.4816,0.4048,0.1134,0.23433,0.702893198,5.228330135,21.1779,71.81292683,-0.666814226,49.26808296
France,1978,fra,fra1978,d1,0.0253,High income,France1978,23.427,25.304,3.153889203,53423112,1.339308331,0.4612,0.4112,0.0998,0.34266,0.68982321,4.345119953,21.675782,73.60243902,0.276592966,39.43834889
France,1978,fra,fra1978,d2,0.0448,High income,France1978,23.427,25.304,3.153889203,53423112,1.339308331,0.4612,0.4112,0.0998,0.34266,0.68982321,4.345119953,21.675782,73.60243902,0.276592966,39.43834889
France,1978,fra,fra1978,d3,0.0547,High income,France1978,23.427,25.304,3.153889203,53423112,1.339308331,0.4612,0.4112,0.0998,0.34266,0.68982321,4.345119953,21.675782,73.60243902,0.276592966,39.43834889
France,1978,fra,fra1978,d4,0.0649,High income,France1978,23.427,25.304,3.153889203,53423112,1.339308331,0.4612,0.4112,0.0998,0.34266,0.68982321,4.345119953,21.675782,73.60243902,0.276592966,39.43834889
France,1978,fra,fra1978,d5,0.0752,High income,France1978,23.427,25.304,3.153889203,53423112,1.339308331,0.4612,0.4112,0.0998,0.34266,0.68982321,4.345119953,21.675782,73.60243902,0.276592966,39.43834889
France,1978,fra,fra1978,d6,0.0875,High income,France1978,23.427,25.304,3.153889203,53423112,1.339308331,0.4612,0.4112,0.0998,0.34266,0.68982321,4.345119953,21.675782,73.60243902,0.276592966,39.43834889
France,1978,fra,fra1978,d7,0.1026,High income,France1978,23.427,25.304,3.153889203,53423112,1.339308331,0.4612,0.4112,0.0998,0.34266,0.68982321,4.345119953,21.675782,73.60243902,0.276592966,39.43834889
France,1978,fra,fra1978,d8,0.1214,High income,France1978,23.427,25.304,3.153889203,53423112,1.339308331,0.4612,0.4112,0.0998,0.34266,0.68982321,4.345119953,21.675782,73.60243902,0.276592966,39.43834889
France,1978,fra,fra1978,d9,0.1517,High income,France1978,23.427,25.304,3.153889203,53423112,1.339308331,0.4612,0.4112,0.0998,0.34266,0.68982321,4.345119953,21.675782,73.60243902,0.276592966,39.43834889
France,1978,fra,fra1978,d10,0.2719,High income,France1978,23.427,25.304,3.153889203,53423112,1.339308331,0.4612,0.4112,0.0998,0.34266,0.68982321,4.345119953,21.675782,73.60243902,0.276592966,39.43834889
Norway,1979,nor,nor1979,d1,0.0383,High income,Norway1979,43.422,23.48416667,3.770966225,8145743,1.34539316,0.003,0.8684,0.1258,0.26386,0.566296935,,14.623425,75.41390244,-0.51202052,76.17656569
Sweden,1979,swe,swe1979,d1,0.034,High income,Sweden1979,24.87,23.48416667,3.213662258,8300003,1.114626961,0.4252,0.4416,0.1334,0.2367,0.63376826,6.37237978,15.552483,75.52414634,-0.261640006,56.1535932
United Kingdom,1979,gbr,gbr1979,d1,0.03685109,High income,United Kingdom1979,20.58,23.48416667,3.02431973,112467211,1.085252213,0,0.845,0.1548,0.273641579,0.551431835,,13.734448,73.27560976,0.086072208,54.33931392
United States,1979,usa,usa1979,d1,0.0228,High income,United States1979,29.951,23.48416667,3.399562713,454939206,1.168555149,0.1178,0.6618,0.1676,0.339455,0.622619629,,16.487063,73.80487805,1.629072108,18.3761632
Norway,1979,nor,nor1979,d2,0.0564,High income,Norway1979,43.422,23.48416667,3.770966225,8145743,1.34539316,0.003,0.8684,0.1258,0.26386,0.566296935,,14.623425,75.41390244,-0.51202052,76.17656569
Sweden,1979,swe,swe1979,d2,0.06,High income,Sweden1979,24.87,23.48416667,3.213662258,8300003,1.114626961,0.4252,0.4416,0.1334,0.2367,0.63376826,6.37237978,15.552483,75.52414634,-0.261640006,56.1535932
United Kingdom,1979,gbr,gbr1979,d2,0.054850583,High income,United Kingdom1979,20.58,23.48416667,3.02431973,112467211,1.085252213,0,0.845,0.1548,0.273641579,0.551431835,,13.734448,73.27560976,0.086072208,54.33931392
