"state","year","sce","MODEL","ssp_gdp_pc"
"AK",2026,"SSP3","OECD Env-Growth",48.9862421669743
"AK",2026,"SSP3","PIK GDP-32",47.9686755439039
"AK",2026,"SSP4","IIASA GDP",49.9808933658245
"AK",2026,"SSP4","OECD Env-Growth",50.5216568880247
"AK",2026,"SSP4","PIK GDP-32",51.0203060705865
"AK",2026,"SSP5","IIASA GDP",49.6132546577729
"AK",2026,"SSP5","OECD Env-Growth",51.1990709309275
"AK",2026,"SSP5","PIK GDP-32",48.6523484185068
"AK",2027,"SSP1","IIASA GDP",49.7184157088997
"AK",2027,"SSP1","OECD Env-Growth",51.1838839093556
"AK",2027,"SSP1","PIK GDP-32",49.1202351203578
"AK",2027,"SSP2","GCAM-USA",49.6829444407532
"AK",2027,"SSP3","IIASA GDP",48.0288520959216
"AK",2027,"SSP3","OECD Env-Growth",49.5697128250911
"AK",2027,"SSP3","PIK GDP-32",48.4320785783786
"AK",2027,"SSP4","IIASA GDP",50.6233450665898
"AK",2027,"SSP4","OECD Env-Growth",51.434032315742
"AK",2027,"SSP4","PIK GDP-32",51.7690304367315
"AK",2027,"SSP5","IIASA GDP",50.430771587886
"AK",2027,"SSP5","OECD Env-Growth",52.2526140583706
"AK",2027,"SSP5","PIK GDP-32",49.3098900017852
"AK",2028,"SSP1","IIASA GDP",50.3701504190553
"AK",2028,"SSP1","OECD Env-Growth",52.029446045288
"AK",2028,"SSP1","PIK GDP-32",49.6769746779758
"AK",2028,"SSP2","GCAM-USA",50.2865922157084
"AK",2028,"SSP3","IIASA GDP",48.4847388669389
"AK",2028,"SSP3","OECD Env-Growth",50.153183483208
"AK",2028,"SSP3","PIK GDP-32",48.8954816128532
"AK",2028,"SSP4","IIASA GDP",51.265796767355
"AK",2028,"SSP4","OECD Env-Growth",52.3464077434594
"AK",2028,"SSP4","PIK GDP-32",52.5177548028765
"AK",2028,"SSP5","IIASA GDP",51.2482885179991
"AK",2028,"SSP5","OECD Env-Growth",53.3061571858138
"AK",2028,"SSP5","PIK GDP-32",49.9674315850635
"AK",2029,"SSP1","IIASA GDP",51.0218851292108
"AK",2029,"SSP1","OECD Env-Growth",52.8750081812205
"AK",2029,"SSP1","PIK GDP-32",50.2337142355938
"AK",2029,"SSP2","GCAM-USA",50.9317691938359
"AK",2029,"SSP3","IIASA GDP",48.9406256379562
"AK",2029,"SSP3","OECD Env-Growth",50.7366541413248
"AK",2029,"SSP3","PIK GDP-32",49.3588846473278
"AK",2029,"SSP4","IIASA GDP",51.9082484681202
"AK",2029,"SSP4","OECD Env-Growth",53.2587831711767
"AK",2029,"SSP4","PIK GDP-32",53.2664791690216
"AK",2029,"SSP5","IIASA GDP",52.0658054481122
"AK",2029,"SSP5","OECD Env-Growth",54.3597003132569
"AK",2029,"SSP5","PIK GDP-32",50.6249731683418
"AK",2030,"SSP1","IIASA GDP",51.6736198393664
"AK",2030,"SSP1","OECD Env-Growth",53.720570317153
"AK",2030,"SSP1","PIK GDP-32",50.7904537932118
"AK",2030,"SSP2","GCAM-USA",51.6193480779527
"AK",2030,"SSP3","IIASA GDP",49.3965124089735
"AK",2030,"SSP3","OECD Env-Growth",51.3201247994417
"AK",2030,"SSP3","PIK GDP-32",49.8222876818025
"AK",2030,"SSP4","IIASA GDP",52.5507001688854
"AK",2030,"SSP4","OECD Env-Growth",54.171158598894
"AK",2030,"SSP4","PIK GDP-32",54.0152035351666
"AK",2030,"SSP5","IIASA GDP",52.8833223782253
"AK",2030,"SSP5","OECD Env-Growth",55.4132434407
"AK",2030,"SSP5","PIK GDP-32",51.2825147516201
"AK",2031,"SSP1","IIASA GDP",52.4368411733165
"AK",2031,"SSP1","OECD Env-Growth",54.7204429825906
"AK",2031,"SSP1","PIK GDP-32",51.4215155177766
"AK",2031,"SSP2","GCAM-USA",52.2780109594274
"AK",2031,"SSP3","IIASA GDP",49.9388147637224
"AK",2031,"SSP3","OECD Env-Growth",51.9973337885519
"AK",2031,"SSP3","PIK GDP-32",50.3115381692367
"AK",2031,"SSP4","IIASA GDP",53.2553978853613
"AK",2031,"SSP4","OECD Env-Growth",55.2452079126221
"AK",2031,"SSP4","PIK GDP-32",54.8487100550301
"AK",2031,"SSP5","IIASA GDP",53.9089622405793
"AK",2031,"SSP5","OECD Env-Growth",56.7062826478212
"AK",2031,"SSP5","PIK GDP-32",52.1060527112974
"AK",2032,"SSP1","IIASA GDP",53.2000625072666
"AK",2032,"SSP1","OECD Env-Growth",55.7203156480281
"AK",2032,"SSP1","PIK GDP-32",52.0525772423414
"AK",2032,"SSP2","GCAM-USA",52.9152799130228
"AK",2032,"SSP3","IIASA GDP",50.4811171184712
"AK",2032,"SSP3","OECD Env-Growth",52.6745427776621
"AK",2032,"SSP3","PIK GDP-32",50.800788656671
"AK",2032,"SSP4","IIASA GDP",53.9600956018371
"AK",2032,"SSP4","OECD Env-Growth",56.3192572263501
"AK",2032,"SSP4","PIK GDP-32",55.6822165748937
"AK",2032,"SSP5","IIASA GDP",54.9346021029334
"AK",2032,"SSP5","OECD Env-Growth",57.9993218549424
"AK",2032,"SSP5","PIK GDP-32",52.9295906709747
"AK",2033,"SSP1","IIASA GDP",53.9632838412167
"AK",2033,"SSP1","OECD Env-Growth",56.7201883134657
"AK",2033,"SSP1","PIK GDP-32",52.6836389669062
"AK",2033,"SSP2","GCAM-USA",53.7195921677007
"AK",2033,"SSP3","IIASA GDP",51.0234194732201
"AK",2033,"SSP3","OECD Env-Growth",53.3517517667724
"AK",2033,"SSP3","PIK GDP-32",51.2900391441053
"AK",2033,"SSP4","IIASA GDP",54.6647933183129
"AK",2033,"SSP4","OECD Env-Growth",57.3933065400781
"AK",2033,"SSP4","PIK GDP-32",56.5157230947572
"AK",2033,"SSP5","IIASA GDP",55.9602419652874
"AK",2033,"SSP5","OECD Env-Growth",59.2923610620635
"AK",2033,"SSP5","PIK GDP-32",53.753128630652
"AK",2034,"SSP1","IIASA GDP",54.7265051751668
"AK",2034,"SSP1","OECD Env-Growth",57.7200609789033
"AK",2034,"SSP1","PIK GDP-32",53.314700691471
"AK",2034,"SSP2","GCAM-USA",54.3647644696348
"AK",2034,"SSP3","IIASA GDP",51.5657218279689
"AK",2034,"SSP3","OECD Env-Growth",54.0289607558826
"AK",2034,"SSP3","PIK GDP-32",51.7792896315395
"AK",2034,"SSP4","IIASA GDP",55.3694910347887
"AK",2034,"SSP4","OECD Env-Growth",58.4673558538062
"AK",2034,"SSP4","PIK GDP-32",57.3492296146208
"AK",2034,"SSP5","IIASA GDP",56.9858818276415
"AK",2034,"SSP5","OECD Env-Growth",60.5854002691847
"AK",2034,"SSP5","PIK GDP-32",54.5766665903292
"AK",2035,"SSP1","IIASA GDP",55.4897265091168
"AK",2035,"SSP1","OECD Env-Growth",58.7199336443408
"AK",2035,"SSP1","PIK GDP-32",53.9457624160358
"AK",2035,"SSP2","GCAM-USA",55.118260105184
"AK",2035,"SSP3","IIASA GDP",52.1080241827177
"AK",2035,"SSP3","OECD Env-Growth",54.7061697449928
"AK",2035,"SSP3","PIK GDP-32",52.2685401189738
"AK",2035,"SSP4","IIASA GDP",56.0741887512646
"AK",2035,"SSP4","OECD Env-Growth",59.5414051675342
"AK",2035,"SSP4","PIK GDP-32",58.1827361344843
"AK",2035,"SSP5","IIASA GDP",58.0115216899955
"AK",2035,"SSP5","OECD Env-Growth",61.8784394763058
"AK",2035,"SSP5","PIK GDP-32",55.4002045500065
"AK",2036,"SSP1","IIASA GDP",56.3190334625883
"AK",2036,"SSP1","OECD Env-Growth",59.7610044122141
"AK",2036,"SSP1","PIK GDP-32",54.6133262641665
"AK",2036,"SSP2","GCAM-USA",55.7725138526325
"AK",2036,"SSP3","IIASA GDP",52.7197022794982
"AK",2036,"SSP3","OECD Env-Growth",55.4451186055666
"AK",2036,"SSP3","PIK GDP-32",52.7407545876177
"AK",2036,"SSP4","IIASA GDP",56.8290144997515
"AK",2036,"SSP4","OECD Env-Growth",60.6551128861609
"AK",2036,"SSP4","PIK GDP-32",59.0612852028104
"AK",2036,"SSP5","IIASA GDP",59.1736217827986
"AK",2036,"SSP5","OECD Env-Growth",63.2460356883208
"AK",2036,"SSP5","PIK GDP-32",56.3554331110463
"AK",2037,"SSP1","IIASA GDP",57.1483404160597
"AK",2037,"SSP1","OECD Env-Growth",60.8020751800874
"AK",2037,"SSP1","PIK GDP-32",55.2808901122971
"AK",2037,"SSP2","GCAM-USA",56.5533290465694
"AK",2037,"SSP3","IIASA GDP",53.3313803762787
"AK",2037,"SSP3","OECD Env-Growth",56.1840674661405
"AK",2037,"SSP3","PIK GDP-32",53.2129690562615
"AK",2037,"SSP4","IIASA GDP",57.5838402482385
"AK",2037,"SSP4","OECD Env-Growth",61.7688206047876
"AK",2037,"SSP4","PIK GDP-32",59.9398342711366
"AK",2037,"SSP5","IIASA GDP",60.3357218756016
"AK",2037,"SSP5","OECD Env-Growth",64.6136319003357
"AK",2037,"SSP5","PIK GDP-32",57.3106616720861
"AK",2038,"SSP1","IIASA GDP",57.9776473695311
"AK",2038,"SSP1","OECD Env-Growth",61.8431459479607
"AK",2038,"SSP1","PIK GDP-32",55.9484539604278
"AK",2038,"SSP2","GCAM-USA",57.3524275859974
"AK",2038,"SSP3","IIASA GDP",53.9430584730591
"AK",2038,"SSP3","OECD Env-Growth",56.9230163267143
"AK",2038,"SSP3","PIK GDP-32",53.6851835249054
"AK",2038,"SSP4","IIASA GDP",58.3386659967254
"AK",2038,"SSP4","OECD Env-Growth",62.8825283234143
"AK",2038,"SSP4","PIK GDP-32",60.8183833394627
"AK",2038,"SSP5","IIASA GDP",61.4978219684047
"AK",2038,"SSP5","OECD Env-Growth",65.9812281123506
"AK",2038,"SSP5","PIK GDP-32",58.2658902331259
"AK",2039,"SSP1","IIASA GDP",58.8069543230025
"AK",2039,"SSP1","OECD Env-Growth",62.884216715834
"AK",2039,"SSP1","PIK GDP-32",56.6160178085584
"AK",2039,"SSP2","GCAM-USA",58.0739211250292
"AK",2039,"SSP3","IIASA GDP",54.5547365698396
"AK",2039,"SSP3","OECD Env-Growth",57.6619651872881
"AK",2039,"SSP3","PIK GDP-32",54.1573979935493
"AK",2039,"SSP4","IIASA GDP",59.0934917452124
"AK",2039,"SSP4","OECD Env-Growth",63.996236042041
"AK",2039,"SSP4","PIK GDP-32",61.6969324077889
"AK",2039,"SSP5","IIASA GDP",62.6599220612077
"AK",2039,"SSP5","OECD Env-Growth",67.3488243243655
"AK",2039,"SSP5","PIK GDP-32",59.2211187941657
"AK",2040,"SSP1","IIASA GDP",59.6362612764739
"AK",2040,"SSP1","OECD Env-Growth",63.9252874837073
"AK",2040,"SSP1","PIK GDP-32",57.2835816566891
"AK",2040,"SSP2","GCAM-USA",58.9020552402721
"AK",2040,"SSP3","IIASA GDP",55.16641466662
"AK",2040,"SSP3","OECD Env-Growth",58.4009140478619
"AK",2040,"SSP3","PIK GDP-32",54.6296124621932
"AK",2040,"SSP4","IIASA GDP",59.8483174936994
"AK",2040,"SSP4","OECD Env-Growth",65.1099437606677
"AK",2040,"SSP4","PIK GDP-32",62.5754814761151
"AK",2040,"SSP5","IIASA GDP",63.8220221540108
"AK",2040,"SSP5","OECD Env-Growth",68.7164205363804
"AK",2040,"SSP5","PIK GDP-32",60.1763473552055
"AK",2041,"SSP1","IIASA GDP",60.6009833644949
"AK",2041,"SSP1","OECD Env-Growth",65.075916435505
"AK",2041,"SSP1","PIK GDP-32",58.052964745813
"AK",2041,"SSP2","GCAM-USA",59.7437656096556
"AK",2041,"SSP3","IIASA GDP",55.9130503763962
"AK",2041,"SSP3","OECD Env-Growth",59.2751911841856
"AK",2041,"SSP3","PIK GDP-32",55.1451366670384
"AK",2041,"SSP4","IIASA GDP",60.737639721927
"AK",2041,"SSP4","OECD Env-Growth",66.3476012324769
"AK",2041,"SSP4","PIK GDP-32",63.5637684732535
"AK",2041,"SSP5","IIASA GDP",65.1784518172462
"AK",2041,"SSP5","OECD Env-Growth",70.2714722803189
"AK",2041,"SSP5","PIK GDP-32",61.3281347857862
"AK",2042,"SSP1","IIASA GDP",61.5657054525159
"AK",2042,"SSP1","OECD Env-Growth",66.2265453873027
"AK",2042,"SSP1","PIK GDP-32",58.822347834937
"AK",2042,"SSP2","GCAM-USA",60.562852636164
"AK",2042,"SSP3","IIASA GDP",56.6596860861724
"AK",2042,"SSP3","OECD Env-Growth",60.1494683205092
"AK",2042,"SSP3","PIK GDP-32",55.6606608718836
"AK",2042,"SSP4","IIASA GDP",61.6269619501547
"AK",2042,"SSP4","OECD Env-Growth",67.5852587042862
"AK",2042,"SSP4","PIK GDP-32",64.552055470392
"AK",2042,"SSP5","IIASA GDP",66.5348814804816
"AK",2042,"SSP5","OECD Env-Growth",71.8265240242575
"AK",2042,"SSP5","PIK GDP-32",62.479922216367
"AK",2043,"SSP1","IIASA GDP",62.5304275405369
"AK",2043,"SSP1","OECD Env-Growth",67.3771743391005
"AK",2043,"SSP1","PIK GDP-32",59.5917309240609
"AK",2043,"SSP2","GCAM-USA",61.4264789147557
"AK",2043,"SSP3","IIASA GDP",57.4063217959486
"AK",2043,"SSP3","OECD Env-Growth",61.0237454568329
"AK",2043,"SSP3","PIK GDP-32",56.1761850767288
"AK",2043,"SSP4","IIASA GDP",62.5162841783824
"AK",2043,"SSP4","OECD Env-Growth",68.8229161760954
"AK",2043,"SSP4","PIK GDP-32",65.5403424675304
"AK",2043,"SSP5","IIASA GDP",67.891311143717
"AK",2043,"SSP5","OECD Env-Growth",73.3815757681961
"AK",2043,"SSP5","PIK GDP-32",63.6317096469478
"AK",2044,"SSP1","IIASA GDP",63.4951496285579
"AK",2044,"SSP1","OECD Env-Growth",68.5278032908982
"AK",2044,"SSP1","PIK GDP-32",60.3611140131849
"AK",2044,"SSP2","GCAM-USA",62.3865747801934
"AK",2044,"SSP3","IIASA GDP",58.1529575057248
"AK",2044,"SSP3","OECD Env-Growth",61.8980225931566
"AK",2044,"SSP3","PIK GDP-32",56.691709281574
"AK",2044,"SSP4","IIASA GDP",63.4056064066101
"AK",2044,"SSP4","OECD Env-Growth",70.0605736479046
"AK",2044,"SSP4","PIK GDP-32",66.5286294646689
"AK",2044,"SSP5","IIASA GDP",69.2477408069524
"AK",2044,"SSP5","OECD Env-Growth",74.9366275121346
"AK",2044,"SSP5","PIK GDP-32",64.7834970775286
"AK",2045,"SSP1","IIASA GDP",64.4598717165788
"AK",2045,"SSP1","OECD Env-Growth",69.6784322426959
"AK",2045,"SSP1","PIK GDP-32",61.1304971023088
"AK",2045,"SSP2","GCAM-USA",63.2992903692276
"AK",2045,"SSP3","IIASA GDP",58.899593215501
"AK",2045,"SSP3","OECD Env-Growth",62.7722997294803
"AK",2045,"SSP3","PIK GDP-32",57.2072334864191
"AK",2045,"SSP4","IIASA GDP",64.2949286348377
"AK",2045,"SSP4","OECD Env-Growth",71.2982311197139
"AK",2045,"SSP4","PIK GDP-32",67.5169164618074
"AK",2045,"SSP5","IIASA GDP",70.6041704701879
"AK",2045,"SSP5","OECD Env-Growth",76.4916792560732
"AK",2045,"SSP5","PIK GDP-32",65.9352845081093
"AK",2046,"SSP1","IIASA GDP",65.4761539538843
"AK",2046,"SSP1","OECD Env-Growth",70.8453737613265
"AK",2046,"SSP1","PIK GDP-32",61.9288543869911
"AK",2046,"SSP2","GCAM-USA",64.265237540262
"AK",2046,"SSP3","IIASA GDP",59.7080229259353
"AK",2046,"SSP3","OECD Env-Growth",63.6793116013073
"AK",2046,"SSP3","PIK GDP-32",57.7347343909489
"AK",2046,"SSP4","IIASA GDP",65.2452557892029
"AK",2046,"SSP4","OECD Env-Growth",72.587792059917
"AK",2046,"SSP4","PIK GDP-32",68.5667779859154
"AK",2046,"SSP5","IIASA GDP",72.0537470411665
"AK",2046,"SSP5","OECD Env-Growth",78.1595051969924
"AK",2046,"SSP5","PIK GDP-32",67.1761419189893
"AK",2047,"SSP1","IIASA GDP",66.4924361911898
"AK",2047,"SSP1","OECD Env-Growth",72.012315279957
"AK",2047,"SSP1","PIK GDP-32",62.7272116716734
"AK",2047,"SSP2","GCAM-USA",65.2035100083498
"AK",2047,"SSP3","IIASA GDP",60.5164526363696
"AK",2047,"SSP3","OECD Env-Growth",64.5863234731343
"AK",2047,"SSP3","PIK GDP-32",58.2622352954787
"AK",2047,"SSP4","IIASA GDP",66.1955829435681
"AK",2047,"SSP4","OECD Env-Growth",73.8773530001202
"AK",2047,"SSP4","PIK GDP-32",69.6166395100234
"AK",2047,"SSP5","IIASA GDP",73.5033236121451
"AK",2047,"SSP5","OECD Env-Growth",79.8273311379116
"AK",2047,"SSP5","PIK GDP-32",68.4169993298693
"AK",2048,"SSP1","IIASA GDP",67.5087184284952
"AK",2048,"SSP1","OECD Env-Growth",73.1792567985875
"AK",2048,"SSP1","PIK GDP-32",63.5255689563557
"AK",2048,"SSP2","GCAM-USA",66.0413751119571
"AK",2048,"SSP3","IIASA GDP",61.324882346804
"AK",2048,"SSP3","OECD Env-Growth",65.4933353449613
"AK",2048,"SSP3","PIK GDP-32",58.7897362000085
"AK",2048,"SSP4","IIASA GDP",67.1459100979333
"AK",2048,"SSP4","OECD Env-Growth",75.1669139403233
"AK",2048,"SSP4","PIK GDP-32",70.6665010341314
"AK",2048,"SSP5","IIASA GDP",74.9529001831237
"AK",2048,"SSP5","OECD Env-Growth",81.4951570788308
"AK",2048,"SSP5","PIK GDP-32",69.6578567407492
"AK",2049,"SSP1","IIASA GDP",68.5250006658007
"AK",2049,"SSP1","OECD Env-Growth",74.3461983172181
"AK",2049,"SSP1","PIK GDP-32",64.323926241038
"AK",2049,"SSP2","GCAM-USA",66.9527460885021
"AK",2049,"SSP3","IIASA GDP",62.1333120572383
"AK",2049,"SSP3","OECD Env-Growth",66.4003472167882
"AK",2049,"SSP3","PIK GDP-32",59.3172371045383
"AK",2049,"SSP4","IIASA GDP",68.0962372522985
"AK",2049,"SSP4","OECD Env-Growth",76.4564748805264
"AK",2049,"SSP4","PIK GDP-32",71.7163625582394
"AK",2049,"SSP5","IIASA GDP",76.4024767541023
"AK",2049,"SSP5","OECD Env-Growth",83.16298301975
"AK",2049,"SSP5","PIK GDP-32",70.8987141516292
"AK",2050,"SSP1","IIASA GDP",69.5412829031061
"AK",2050,"SSP1","OECD Env-Growth",75.5131398358486
"AK",2050,"SSP1","PIK GDP-32",65.1222835257203
"AK",2050,"SSP2","GCAM-USA",67.885397841515
"AK",2050,"SSP3","IIASA GDP",62.9417417676727
"AK",2050,"SSP3","OECD Env-Growth",67.3073590886152
"AK",2050,"SSP3","PIK GDP-32",59.844738009068
"AK",2050,"SSP4","IIASA GDP",69.0465644066636
"AK",2050,"SSP4","OECD Env-Growth",77.7460358207296
"AK",2050,"SSP4","PIK GDP-32",72.7662240823473
"AK",2050,"SSP5","IIASA GDP",77.852053325081
"AK",2050,"SSP5","OECD Env-Growth",84.8308089606692
"AK",2050,"SSP5","PIK GDP-32",72.1395715625091
"AK",2051,"SSP1","IIASA GDP",70.5915940965248
"AK",2051,"SSP1","OECD Env-Growth",76.6916310035947
"AK",2051,"SSP1","PIK GDP-32",65.9373588484266
"AK",2051,"SSP2","GCAM-USA",68.8201797697926
"AK",2051,"SSP3","IIASA GDP",63.797746576953
"AK",2051,"SSP3","OECD Env-Growth",68.2140825900081
"AK",2051,"SSP3","PIK GDP-32",60.3703544215896
"AK",2051,"SSP4","IIASA GDP",70.0409770851056
"AK",2051,"SSP4","OECD Env-Growth",79.0800767951006
"AK",2051,"SSP4","PIK GDP-32",73.8405381081774
"AK",2051,"SSP5","IIASA GDP",79.3795438156596
"AK",2051,"SSP5","OECD Env-Growth",86.6171198028924
"AK",2051,"SSP5","PIK GDP-32",73.4761750791116
"AK",2052,"SSP1","IIASA GDP",71.6419052899436
"AK",2052,"SSP1","OECD Env-Growth",77.8701221713408
"AK",2052,"SSP1","PIK GDP-32",66.7524341711329
"AK",2052,"SSP2","GCAM-USA",69.7561342146618
"AK",2052,"SSP3","IIASA GDP",64.6537513862332
"AK",2052,"SSP3","OECD Env-Growth",69.120806091401
"AK",2052,"SSP3","PIK GDP-32",60.8959708341112
"AK",2052,"SSP4","IIASA GDP",71.0353897635475
"AK",2052,"SSP4","OECD Env-Growth",80.4141177694716
"AK",2052,"SSP4","PIK GDP-32",74.9148521340075
"AK",2052,"SSP5","IIASA GDP",80.9070343062383
"AK",2052,"SSP5","OECD Env-Growth",88.4034306451156
"AK",2052,"SSP5","PIK GDP-32",74.8127785957141
"AK",2053,"SSP1","IIASA GDP",72.6922164833623
"AK",2053,"SSP1","OECD Env-Growth",79.0486133390869
"AK",2053,"SSP1","PIK GDP-32",67.5675094938393
"AK",2053,"SSP2","GCAM-USA",70.6936566585068
"AK",2053,"SSP3","IIASA GDP",65.5097561955135
"AK",2053,"SSP3","OECD Env-Growth",70.0275295927939
"AK",2053,"SSP3","PIK GDP-32",61.4215872466328
"AK",2053,"SSP4","IIASA GDP",72.0298024419895
"AK",2053,"SSP4","OECD Env-Growth",81.7481587438427
"AK",2053,"SSP4","PIK GDP-32",75.9891661598376
"AK",2053,"SSP5","IIASA GDP",82.434524796817
"AK",2053,"SSP5","OECD Env-Growth",90.1897414873388
"AK",2053,"SSP5","PIK GDP-32",76.1493821123165
"AK",2054,"SSP1","IIASA GDP",73.742527676781
"AK",2054,"SSP1","OECD Env-Growth",80.227104506833
"AK",2054,"SSP1","PIK GDP-32",68.3825848165456
"AK",2054,"SSP2","GCAM-USA",71.6317614823652
"AK",2054,"SSP3","IIASA GDP",66.3657610047938
"AK",2054,"SSP3","OECD Env-Growth",70.9342530941868
"AK",2054,"SSP3","PIK GDP-32",61.9472036591544
"AK",2054,"SSP4","IIASA GDP",73.0242151204314
"AK",2054,"SSP4","OECD Env-Growth",83.0821997182137
"AK",2054,"SSP4","PIK GDP-32",77.0634801856677
"AK",2054,"SSP5","IIASA GDP",83.9620152873957
"AK",2054,"SSP5","OECD Env-Growth",91.976052329562
"AK",2054,"SSP5","PIK GDP-32",77.485985628919
"AK",2055,"SSP1","IIASA GDP",74.7928388701998
"AK",2055,"SSP1","OECD Env-Growth",81.4055956745791
"AK",2055,"SSP1","PIK GDP-32",69.1976601392519
"AK",2055,"SSP2","GCAM-USA",72.570853875399
"AK",2055,"SSP3","IIASA GDP",67.2217658140741
"AK",2055,"SSP3","OECD Env-Growth",71.8409765955797
"AK",2055,"SSP3","PIK GDP-32",62.4728200716759
"AK",2055,"SSP4","IIASA GDP",74.0186277988734
"AK",2055,"SSP4","OECD Env-Growth",84.4162406925848
"AK",2055,"SSP4","PIK GDP-32",78.1377942114978
"AK",2055,"SSP5","IIASA GDP",85.4895057779744
"AK",2055,"SSP5","OECD Env-Growth",93.7623631717852
